blueprint_name,product_type_id,research_pe_time,research_me_time,copy_time,invention_time,manufacturing_time,max_copy_run,base_waste,blueprint_type_id
Imperial Navy Medium EMP Smartbomb Blueprint,15961,12000,12000,12000,120000,600,1000,10,15962
Imperial Navy Large EMP Smartbomb Blueprint,15963,12000,12000,12000,120000,600,1000,10,15964
Republic Fleet Tracking Enhancer Blueprint,15965,12000,12000,12000,120000,600,1000,10,15966
Federation Navy Remote Tracking Computer  Blueprint,15967,12000,12000,12000,120000,600,1000,10,15968
Caldari Navy Cruise Missile Launcher Blueprint,16062,12000,12000,12000,120000,600,1000,10,16063
Caldari Navy Rocket Launcher Blueprint,16065,12000,12000,12000,120000,600,1000,10,16066
Ferox Blueprint,16227,240000,360000,360000,225000,15000,15,10,16228
Brutix Blueprint,16229,240000,360000,360000,225000,15000,15,10,16230
Cyclone Blueprint,16231,240000,360000,360000,225000,15000,15,10,16232
Prophecy Blueprint,16233,240000,360000,360000,225000,15000,15,10,16234
Coercer Blueprint,16236,180000,180000,180000,135000,9000,20,10,16237
Cormorant Blueprint,16238,180000,180000,180000,135000,9000,20,10,16239
Catalyst Blueprint,16240,180000,180000,180000,135000,9000,20,10,16241
Thrasher Blueprint,16242,180000,180000,180000,135000,9000,20,10,16243
Ice Harvester I Blueprint,16278,12000,12000,12000,9000,600,300,10,16279
Covetor Blueprint,17476,120000,120000,120000,90000,6000,10,10,17477
Retriever Blueprint,17478,120000,120000,120000,90000,6000,10,10,17479
Procurer Blueprint,17480,120000,120000,120000,90000,6000,10,10,17481
Strip Miner I Blueprint,17482,12000,12000,12000,9000,600,300,10,17483
Republic Fleet Cruise Missile Launcher Blueprint,17485,12000,12000,12000,120000,600,1000,10,17486
Republic Fleet Rocket Launcher Blueprint,17488,12000,12000,12000,120000,600,1000,10,17489
Caldari Navy Stasis Webifier Blueprint,17500,12000,12000,12000,120000,600,1000,10,17501
Ammatar Navy Armor EM Hardener Blueprint,17502,120000,120000,120000,1200000,2250,1000,10,17503
Ammatar Navy Armor Explosive Hardener Blueprint,17504,120000,120000,120000,1200000,2250,1000,10,17505
Ammatar Navy Armor Kinetic Hardener Blueprint,17506,120000,120000,120000,1200000,2250,1000,10,17507
Ammatar Navy Armor Thermic Hardener Blueprint,17508,120000,120000,120000,1200000,2250,1000,10,17509
Ammatar Navy Capacitor Power Relay Blueprint,17510,12000,12000,12000,120000,600,1000,10,17511
Ammatar Navy Kinetic Plating Blueprint,17512,12000,12000,12000,120000,600,1000,10,17513
Ammatar Navy Adaptive Nano Plating Blueprint,17514,12000,12000,12000,120000,600,1000,10,17515
Ammatar Navy Explosive Plating Blueprint,17516,12000,12000,12000,120000,600,1000,10,17517
Ammatar Navy EM Plating Blueprint,17518,12000,12000,12000,120000,600,1000,10,17519
Federation Navy Sensor Booster Blueprint,17520,12000,12000,12000,120000,600,1000,10,17521
Ammatar Navy Reactor Control Unit Blueprint,17522,12000,12000,12000,120000,600,1000,10,17523
Ammatar Navy Power Diagnostic System Blueprint,17524,12000,12000,12000,120000,600,1000,10,17525
Imperial Navy Cap Recharger Blueprint,17526,12000,12000,12000,120000,600,1000,10,17527
Imperial Navy Capacitor Power Relay Blueprint,17528,12000,12000,12000,120000,600,1000,10,17529
Ammatar Navy Energized Adaptive Nano Membrane Blueprint,17536,12000,12000,12000,120000,600,1000,10,17537
Ammatar Navy Energized Kinetic Membrane Blueprint,17538,12000,12000,12000,120000,600,1000,10,17539
Ammatar Navy Energized Explosive Membrane Blueprint,17540,12000,12000,12000,120000,600,1000,10,17541
Ammatar Navy Energized EM Membrane Blueprint,17542,12000,12000,12000,120000,600,1000,10,17543
Ammatar Navy Energized Thermic Membrane Blueprint,17544,12000,12000,12000,120000,600,1000,10,17545
Federation Navy Adaptive Nano Plating Blueprint,17549,12000,12000,12000,120000,600,1000,10,17550
Federation Navy Magnetic Plating Blueprint,17551,12000,12000,12000,120000,600,1000,10,17552
Federation Navy Reactive Plating Blueprint,17553,12000,12000,12000,120000,600,1000,10,17554
Federation Navy Reflective Plating Blueprint,17555,12000,12000,12000,120000,600,1000,10,17556
Federation Navy Thermic Plating Blueprint,17557,12000,12000,12000,120000,600,1000,10,17558
Federation Navy Stasis Webifier Blueprint,17559,12000,12000,12000,120000,600,1000,10,17561
Caldari Navy Hookbill Blueprint,17619,120000,120000,120000,1200000,6000,30,10,17620
Caracal Navy Issue Blueprint,17634,240000,240000,240000,2400000,12000,15,10,17635
Raven Navy Issue Blueprint,17636,360000,360000,360000,3600000,18000,10,10,17637
Antimatter Charge XL Blueprint,17648,6000,6000,6000,4500,300,1000,10,17649
Iridium Charge XL Blueprint,17650,6000,6000,6000,4500,300,1000,10,17651
Iron Charge XL Blueprint,17652,6000,6000,6000,4500,300,1000,10,17653
Lead Charge XL Blueprint,17654,6000,6000,6000,4500,300,1000,10,17655
Plutonium Charge XL Blueprint,17656,6000,6000,6000,4500,300,1000,10,17657
Thorium Charge XL Blueprint,17658,6000,6000,6000,4500,300,1000,10,17659
Tungsten Charge XL Blueprint,17660,6000,6000,6000,4500,300,1000,10,17661
Uranium Charge XL Blueprint,17662,6000,6000,6000,4500,300,1000,10,17663
Carbonized Lead XL Blueprint,17664,6000,6000,6000,4500,300,1000,10,17665
Depleted Uranium XL Blueprint,17666,6000,6000,6000,4500,300,1000,10,17667
EMP XL Blueprint,17668,6000,6000,6000,4500,300,1000,10,17669
Fusion XL Blueprint,17670,6000,6000,6000,4500,300,1000,10,17671
Nuclear XL Blueprint,17672,6000,6000,6000,4500,300,1000,10,17673
Phased Plasma XL Blueprint,17674,6000,6000,6000,4500,300,1000,10,17675
Proton XL Blueprint,17676,6000,6000,6000,4500,300,1000,10,17677
Titanium Sabot XL Blueprint,17678,6000,6000,6000,4500,300,1000,10,17679
Gamma XL Blueprint,17680,6000,6000,6000,4500,300,1000,10,17681
Infrared XL Blueprint,17682,6000,6000,6000,4500,300,1000,10,17683
Microwave XL Blueprint,17684,6000,6000,6000,4500,300,1000,10,17685
Multifrequency XL Blueprint,17686,6000,6000,6000,4500,300,1000,10,17687
Radio XL Blueprint,17688,6000,6000,6000,4500,300,1000,10,17689
Standard XL Blueprint,17690,6000,6000,6000,4500,300,1000,10,17691
Ultraviolet XL Blueprint,17692,6000,6000,6000,4500,300,1000,10,17693
Xray XL Blueprint,17694,6000,6000,6000,4500,300,1000,10,17695
Imperial Navy Slicer Blueprint,17703,120000,120000,120000,1200000,6000,30,10,17704
Khanid Navy Frigate Blueprint,17705,120000,120000,120000,1200000,6000,30,10,17706
Mordus Frigate Blueprint,17707,120000,120000,120000,1200000,6000,30,10,17708
Omen Navy Issue Blueprint,17709,240000,240000,240000,2400000,12000,15,10,17710
Stabber Fleet Issue Blueprint,17713,240000,240000,240000,2400000,12000,15,10,17714
Gila Blueprint,17715,240000,240000,240000,2400000,12000,15,10,17716
Phantasm Blueprint,17718,240000,240000,240000,2400000,12000,15,10,17719
Cynabal Blueprint,17720,240000,240000,240000,2400000,12000,15,10,17721
Vigilant Blueprint,17722,240000,240000,240000,2400000,12000,15,10,17723
Apocalypse Navy Issue Blueprint,17726,360000,360000,360000,3600000,18000,10,10,17727
Megathron Navy Issue Blueprint,17728,360000,360000,360000,3600000,18000,10,10,17729
Tempest Fleet Issue Blueprint,17732,360000,360000,360000,3600000,18000,10,10,17733
Nightmare Blueprint,17736,360000,360000,360000,3600000,18000,10,10,17737
Machariel Blueprint,17738,360000,360000,360000,3600000,18000,10,10,17739
Vindicator Blueprint,17740,360000,360000,360000,3600000,18000,10,10,17741
Republic Fleet Firetail Blueprint,17812,120000,120000,120000,1200000,6000,30,10,17813
Federation Navy Armor EM Hardener Blueprint,17832,120000,120000,120000,1200000,2250,1000,10,17833
Federation Navy Armor Explosive Hardener Blueprint,17834,120000,120000,120000,1200000,2250,1000,10,17835
Federation Navy Armor Kinetic Hardener Blueprint,17836,120000,120000,120000,1200000,2250,1000,10,17837
Federation Navy Armor Thermic Hardener Blueprint,17838,120000,120000,120000,1200000,2250,1000,10,17839
Federation Navy Comet Blueprint,17841,120000,120000,120000,1200000,6000,30,10,17842
Vexor Navy Issue Blueprint,17843,240000,240000,240000,2400000,12000,15,10,17844
Mjolnir Citadel Torpedo Blueprint,17857,6000,6000,6000,4500,300,1000,10,17858
Scourge Citadel Torpedo Blueprint,17859,6000,6000,6000,4500,300,1000,10,17860
Inferno Citadel Torpedo Blueprint,17861,6000,6000,6000,4500,300,1000,10,17862
Nova Citadel Torpedo Blueprint,17863,6000,6000,6000,4500,300,1000,10,17864
System Scanner I Blueprint,17873,12000,12000,12000,120000,600,1000,10,17874
Recon System Scanner Blueprint,17884,12000,12000,12000,120000,600,1000,10,17885
Rattlesnake Blueprint,17918,360000,360000,360000,3600000,18000,10,10,17919
Bhaalgorn Blueprint,17920,360000,360000,360000,3600000,18000,10,10,17921
Ashimmu Blueprint,17922,240000,240000,240000,2400000,12000,15,10,17923
Succubus Blueprint,17924,120000,120000,120000,1200000,6000,30,10,17925
Cruor Blueprint,17926,120000,120000,120000,1200000,6000,30,10,17927
Daredevil Blueprint,17928,120000,120000,120000,1200000,6000,30,10,17929
Worm Blueprint,17930,120000,120000,120000,1200000,6000,30,10,17931
Dramiel Blueprint,17932,120000,120000,120000,1200000,6000,30,10,17933
Core Probe Launcher I Blueprint,17938,12000,12000,12000,9000,600,300,10,17939
Arkonor Mining Crystal I Blueprint,18036,2400,2400,280000,24000,400,100,10,18037
Bistot Mining Crystal I Blueprint,18038,2400,2400,280000,24000,370,100,10,18039
Crokite Mining Crystal I Blueprint,18040,2400,2400,260000,24000,360,100,10,18041
Dark Ochre Mining Crystal I Blueprint,18042,2400,2400,240000,24000,320,100,10,18043
Gneiss Mining Crystal I Blueprint,18044,2400,2400,220000,24000,300,100,10,18045
Hedbergite Mining Crystal I Blueprint,18046,2400,2400,180000,24000,280,100,10,18047
Hemorphite Mining Crystal I Blueprint,18048,2400,2400,160000,24000,260,100,10,18049
Jaspet Mining Crystal I Blueprint,18050,2400,2400,140000,24000,240,100,10,18051
Kernite Mining Crystal I Blueprint,18052,2400,2400,120000,24000,220,100,10,18053
Mercoxit Mining Crystal I Blueprint,18054,2400,2400,300000,24000,420,100,10,18055
Omber Mining Crystal I Blueprint,18056,2400,2400,100000,24000,200,100,10,18057
Plagioclase Mining Crystal I Blueprint,18058,2400,2400,80000,24000,180,100,10,18059
Pyroxeres Mining Crystal I Blueprint,18060,2400,2400,60000,24000,160,100,10,18061
Scordite Mining Crystal I Blueprint,18062,2400,2400,40000,24000,140,100,10,18063
Spodumain Mining Crystal I Blueprint,18064,2400,2400,240000,24000,340,100,10,18065
Veldspar Mining Crystal I Blueprint,18066,2400,2400,20000,24000,120,100,10,18067
Expanded Probe Launcher I Blueprint,18639,12000,12000,12000,9000,600,300,10,18640
Revelation Blueprint,19720,7680000,5120000,2560000,3600000,1280000,1,10,19721
Naglfar Blueprint,19722,7680000,5120000,2560000,3600000,1280000,1,10,19723
Moros Blueprint,19724,7680000,5120000,2560000,3600000,1280000,1,10,19725
Phoenix Blueprint,19726,7680000,5120000,2560000,3600000,1280000,1,10,19727
Sigil Blueprint,19744,240000,240000,240000,180000,12000,15,10,19745
Partial Weapon Navigation Blueprint,19808,12000,12000,12000,120000,600,1000,10,19809
Peripheral Weapon Navigation Diameter Blueprint,19810,12000,12000,12000,120000,600,1000,10,19811
Parallel Weapon Navigation Transmitter Blueprint,19812,12000,12000,12000,120000,600,1000,10,19813
Phased Weapon Navigation Array Generation Extron Blueprint,19814,12000,12000,12000,120000,600,1000,10,19815
Arch Angel Carbonized Lead M Blueprint,19994,2400,2400,2400,24000,120,1000,10,19995
Arch Angel Titanium Sabot M Blueprint,20002,2400,2400,2400,24000,120,1000,10,20003
Providence Blueprint,20183,7680000,5120000,2560000,500000,1280000,1,10,20184
Charon Blueprint,20185,7680000,5120000,2560000,500000,1280000,1,10,20186
Obelisk Blueprint,20187,7680000,5120000,2560000,500000,1280000,1,10,20188
Fenrir Blueprint,20189,7680000,5120000,2560000,500000,1280000,1,10,20190
Conjunctive Radar ECCM Scanning Array I Blueprint,20218,12000,12000,12000,120000,600,1000,10,20219
Conjunctive Ladar ECCM Scanning Array I Blueprint,20224,12000,12000,12000,120000,600,1000,10,20225
Conjunctive Gravimetric ECCM Scanning Array I Blueprint,20230,12000,12000,12000,120000,600,1000,10,20231
Conjunctive Magnetometric ECCM Scanning Array I Blueprint,20236,12000,12000,12000,120000,600,1000,10,20237
Secure Gravimetric Backup Cluster I Blueprint,20238,12000,12000,12000,0,300,1000,10,20239
Shielded Gravimetric Backup Cluster I Blueprint,20240,12000,12000,12000,0,300,1000,10,20241
Warded Gravimetric Backup Cluster I Blueprint,20242,12000,12000,12000,0,300,1000,10,20243
Secure Ladar Backup Cluster I Blueprint,20244,12000,12000,12000,0,300,1000,10,20245
Shielded Ladar Backup Cluster I Blueprint,20246,12000,12000,12000,0,300,1000,10,20247
Warded Ladar Backup Cluster I Blueprint,20248,12000,12000,12000,0,300,1000,10,20249
Secure Magnetometric Backup Cluster I Blueprint,20250,12000,12000,12000,0,300,1000,10,20251
Shielded Magnetometric Backup Cluster I Blueprint,20252,12000,12000,12000,0,300,1000,10,20253
Warded Magnetometric Backup Cluster I Blueprint,20254,12000,12000,12000,0,300,1000,10,20255
Secure Radar Backup Cluster I Blueprint,20260,12000,12000,12000,0,300,1000,10,20261
Shielded Radar Backup Cluster I Blueprint,20262,12000,12000,12000,0,300,1000,10,20263
Warded Radar Backup Cluster I Blueprint,20264,12000,12000,12000,0,300,1000,10,20265
Siege Module I Blueprint,20280,540000,360000,900000,9000,90000,10,10,20281
Smugglers Mask I Blueprint,20367,12000,12000,12000,120000,600,1000,10,20368
Dual Giga Pulse Laser I Blueprint,20444,540000,360000,900000,120000,90000,10,10,20445
Dual Giga Beam Laser I Blueprint,20446,540000,360000,900000,120000,90000,10,10,20447
Dual 1000mm Railgun I Blueprint,20448,540000,360000,900000,120000,90000,10,10,20449
Ion Siege Blaster Cannon I Blueprint,20450,540000,360000,900000,120000,90000,10,10,20451
6x2500mm Repeating Artillery I Blueprint,20452,540000,360000,900000,120000,90000,10,10,20453
Quad 3500mm Siege Artillery I Blueprint,20454,540000,360000,900000,120000,90000,10,10,20455
Citadel Torpedo Launcher I Blueprint,20539,540000,360000,900000,120000,90000,10,10,20540
Small 'Siesta' Capacitor Booster Blueprint,20555,12000,12000,12000,120000,3000,1000,10,20556
Medium 'Gattotte' Capacitor Booster Blueprint,20557,12000,12000,12000,120000,3000,1000,10,20558
Heavy 'Brave' Capacitor Booster Blueprint,20559,12000,12000,12000,120000,3000,1000,10,20560
Prototype 'Poncho' Cloaking Device I Blueprint,20561,36000,48000,800000,120,8000,1000,10,20562
'Smokescreen' Covert Ops Cloaking Device II Blueprint,20563,96000,108000,2400000,120,24000,1000,10,20564
Improved 'Guise' Cloaking Device II Blueprint,20565,48000,72000,1600000,120,16000,1000,10,20566
'Dyad' Co-Processor I Blueprint,20567,12000,12000,12000,120000,2000,1000,10,20568
'Deuce' Co-Processor I Blueprint,20569,12000,12000,12000,120000,2000,1000,10,20570
'Marshall' Ion Field Projector Blueprint,20573,12000,12000,12000,120000,4000,1000,10,20574
'Gambler' Phase Inverter Blueprint,20575,12000,12000,12000,120000,4000,1000,10,20576
'Plunderer' Spatial Destabilizer Blueprint,20577,12000,12000,12000,120000,4000,1000,10,20578
'Heist' White Noise Generator Blueprint,20579,12000,12000,12000,120000,4000,1000,10,20580
'Ghost' ECM Burst Blueprint,20581,12000,12000,12000,120000,4000,1000,10,20582
150mm 'Musket' Railgun Blueprint,20587,12000,12000,12000,120000,2500,1000,10,20588
250mm 'Flintlock' Railgun Blueprint,20589,12000,12000,12000,120000,5000,1000,10,20590
425mm 'Popper' Railgun Blueprint,20591,12000,12000,12000,120000,10000,1000,10,20592
'Balefire' Rocket Launcher Blueprint,20593,12000,12000,12000,120000,5000,1000,10,20594
'Gallows' Light Missile Launcher Blueprint,20595,12000,12000,12000,120000,6000,1000,10,20596
'Pickaxe' Rapid Light Missile Launcher Blueprint,20597,12000,12000,12000,120000,1200,1000,10,20598
'Undertaker' Heavy Missile Launcher Blueprint,20599,12000,12000,12000,120000,1600,1000,10,20600
'Noose' Cruise Missile Launcher Blueprint,20601,12000,12000,12000,120000,2400,1000,10,20602
'Barrage' Torpedo Launcher Blueprint,20603,12000,12000,12000,120000,3000,1000,10,20604
'Whiskey' Explosive Deflection Amplifier Blueprint,20605,12000,12000,12000,120000,3000,1000,10,20606
'High Noon' Thermic Dissipation Amplifier Blueprint,20607,12000,12000,12000,120000,3000,1000,10,20608
'Cactus' Modified Kinetic Deflection Amplifier Blueprint,20609,12000,12000,12000,120000,3000,1000,10,20610
'Prospector' EM Ward Amplifier Blueprint,20611,12000,12000,12000,120000,3000,1000,10,20612
'Glycerine' Shield Boost Amplifier Blueprint,20613,12000,12000,12000,9000,600,300,10,20614
Small 'Settler' Shield Booster Blueprint,20617,12000,12000,12000,120000,1200,1000,10,20618
Medium 'Lone Ranger' Shield Booster Blueprint,20619,12000,12000,12000,120000,1200,1000,10,20620
Large 'Outlaw' Shield Booster Blueprint,20621,12000,12000,12000,120000,1800,1000,10,20622
X-Large 'Locomotive' Shield Booster Blueprint,20623,12000,12000,12000,120000,2400,1000,10,20624
Small 'Wolf' Shield Extender Blueprint,20625,12000,12000,12000,120000,1200,1000,10,20626
Micro 'Trapper' Shield Extender Blueprint,20627,12000,12000,12000,120000,600,1000,10,20628
Medium 'Canyon' Shield Extender Blueprint,20629,12000,12000,12000,120000,600,1000,10,20630
Large 'Sheriff' Shield Extender Blueprint,20631,12000,12000,12000,120000,600,1000,10,20632
'Nugget' Kinetic Deflection Field Blueprint,20633,12000,12000,12000,120000,3000,1000,10,20634
'Desert Heat' Thermic Dissipation Field Blueprint,20635,12000,12000,12000,120000,3000,1000,10,20636
'Posse' Adaptive Invulnerability Field Blueprint,20637,12000,12000,12000,120000,3000,1000,10,20638
'Poacher' EM Ward Field Blueprint,20639,12000,12000,12000,120000,3000,1000,10,20640
'Snake Eyes' Explosive Deflection Field Blueprint,20641,12000,12000,12000,120000,3000,1000,10,20642
Capital Armor Repairer I Blueprint,20701,540000,360000,900000,120000,90000,10,10,20702
Capital Shield Booster I Blueprint,20703,540000,360000,900000,120000,90000,10,10,20704
Capital Propulsion Engine Blueprint,21009,96000,64000,160000,1000000,16000,5,10,21010
Capital Turret Hardpoint Blueprint,21011,96000,64000,160000,1000000,16000,5,10,21012
Capital Sensor Cluster Blueprint,21013,96000,64000,160000,1000000,16000,5,10,21014
Capital Armor Plates Blueprint,21017,96000,64000,160000,1000000,16000,5,10,21018
Capital Capacitor Battery Blueprint,21019,96000,64000,160000,1000000,16000,5,10,21020
Capital Power Generator Blueprint,21021,96000,64000,160000,1000000,16000,5,10,21022
Capital Shield Emitter Blueprint,21023,96000,64000,160000,1000000,16000,5,10,21024
Capital Jump Drive Blueprint,21025,96000,64000,160000,1000000,16000,5,10,21026
Capital Cargo Bay Blueprint,21027,96000,64000,160000,1000000,16000,5,10,21028
Capital Drone Bay Blueprint,21029,96000,64000,160000,1000000,16000,5,10,21030
Capital Computer System Blueprint,21035,96000,64000,160000,1000000,16000,5,10,21036
Capital Construction Parts Blueprint,21037,96000,64000,160000,1000000,16000,5,10,21038
Capital Siege Array Blueprint,21039,96000,64000,160000,1000000,16000,5,10,21040
Capital Launcher Hardpoint Blueprint,21041,96000,64000,160000,1000000,16000,5,10,21042
Cynosural Field I Blueprint,21094,2400,2400,2400,24000,120,1000,5,21095
Goru's Shuttle Blueprint,21097,120000,120000,120000,1200000,6000,1000,10,21098
Guristas Antimatter Charge S Blueprint,21334,2400,2400,2400,24000,120,1000,10,21335
1MN Analog Booster Rockets Blueprint,21470,12000,12000,12000,120000,1200,1000,10,21471
10MN Analog Booster Rockets Blueprint,21472,12000,12000,12000,120000,1800,1000,10,21473
100MN Analog Booster Rockets Blueprint,21474,12000,12000,12000,120000,2400,1000,10,21475
1MN Digital Booster Rockets Blueprint,21476,12000,12000,12000,120000,1200,1000,10,21477
10MN Digital Booster Rockets Blueprint,21478,12000,12000,12000,120000,1800,1000,10,21479
100MN Digital Booster Rockets Blueprint,21480,12000,12000,12000,120000,2400,1000,10,21481
Ballistic 'Purge' Targeting System I Blueprint,21482,12000,12000,12000,120000,1000,1000,10,21483
'Full Duplex' Ballistic Targeting System Blueprint,21484,12000,12000,12000,120000,1500,1000,10,21485
'Kindred' Stabilization Actuator I Blueprint,21486,12000,12000,12000,120000,1000,1000,10,21487
Monophonic Stabilization Actuator I Blueprint,21488,12000,12000,12000,120000,600,300,10,21489
Synthetic Hull Conversion Overdrive Injector I Blueprint,21491,12000,12000,12000,120000,1200,1000,10,21492
Limited Expanded 'Archiver' Cargo I Blueprint,21493,12000,12000,12000,120000,2000,1000,10,21494
Synthetic Hull Conversion Reinforced Bulkheads I Blueprint,21496,12000,12000,12000,120000,2000,1000,10,21497
Synthetic Hull Conversion Inertia Stabilizers I Blueprint,21498,12000,12000,12000,120000,2000,1000,10,21499
Synthetic Hull Conversion Nanofiber Structure I Blueprint,21500,12000,12000,12000,120000,2000,1000,10,21501
Small 'Integrative' Hull Repair Unit Blueprint,21504,12000,12000,12000,120000,2000,1000,10,21505
Medium 'Integrative' Hull Repair Unit Blueprint,21506,12000,12000,12000,120000,3000,1000,10,21507
Large 'Integrative' Hull Repair Unit Blueprint,21508,12000,12000,12000,120000,4000,1000,10,21509
Process-Interruptive Warp Disruptor Blueprint,21510,12000,12000,12000,120000,3000,1000,10,21511
'Delineative' Warp Scrambler Blueprint,21512,12000,12000,12000,120000,300,1000,10,21513
Gravimetric Firewall Blueprint,21521,12000,12000,12000,0,2000,1000,10,21522
LADAR Firewall Blueprint,21523,12000,12000,12000,0,2000,1000,10,21524
Magnetometric Firewall Blueprint,21525,12000,12000,12000,0,2000,1000,10,21526
Multi Sensor Firewall Blueprint,21527,12000,12000,12000,0,2000,1000,10,21528
RADAR Firewall Blueprint,21529,12000,12000,12000,0,2000,1000,10,21530
Small Degenerative Concussion Bomb I Blueprint,21534,12000,12000,12000,120000,2000,1000,10,21535
Medium Degenerative Concussion Bomb I Blueprint,21536,12000,12000,12000,120000,2000,1000,10,21537
Large Degenerative Concussion Bomb I Blueprint,21538,12000,12000,12000,120000,2000,1000,10,21539
'Inception' Target Painter I Blueprint,21540,12000,12000,12000,120000,3000,1000,10,21541
N-1 Neon Type Rocket Bay Blueprint,21542,12000,12000,12000,120000,2000,1000,10,21543
200mm Light 'Jolt' Autocannon I Blueprint,21545,12000,12000,12000,120000,1500,1000,10,21546
250mm Light 'Jolt' Artillery I Blueprint,21547,12000,12000,12000,120000,2000,1000,10,21548
280mm 'Jolt' Artillery I Blueprint,21549,12000,12000,12000,120000,2500,1000,10,21550
425mm Medium 'Jolt' Autocannon I Blueprint,21551,12000,12000,12000,120000,3500,1000,10,21552
650mm Medium 'Jolt' Artillery I Blueprint,21553,12000,12000,12000,120000,4000,1000,10,21554
720mm 'Jolt' Artillery I Blueprint,21555,12000,12000,12000,120000,4500,1000,10,21556
800mm Heavy 'Jolt' Repeating Artillery I Blueprint,21557,12000,12000,12000,120000,6000,1000,10,21558
1200mm Heavy 'Jolt' Artillery I Blueprint,21559,12000,12000,12000,120000,8000,1000,10,21560
1400mm 'Jolt' Artillery I Blueprint,21561,12000,12000,12000,120000,10000,1000,10,21562
Cynosural Field Generator I Blueprint,21096,360000,360000,1800000,280000,18000,100,10,21604
Guristas Shuttle Blueprint,21628,120000,120000,120000,1200000,6000,1000,10,21629
Civilian Armor Repairer Blueprint,21853,12000,12000,12000,120000,600,1000,10,21854
Civilian Expanded Cargohold Blueprint,21855,12000,12000,12000,120000,600,1000,10,21856
Civilian Afterburner Blueprint,21857,12000,12000,12000,120000,200,1000,10,21858
Nova Heavy Assault Missile Blueprint,21867,6000,6000,6000,4500,300,1500,10,21868
Amarr Factory Outpost Platform Blueprint,10260,3840000,2560000,1280000,3600000,640000,1,10,21943
Caldari Research Outpost Platform Blueprint,19758,3840000,2560000,1280000,3600000,640000,1,10,21944
Gallente Administrative Outpost Platform Blueprint,10257,3840000,2560000,1280000,3600000,640000,1,10,21945
Minmatar Service Outpost Platform Blueprint,10258,3840000,2560000,1280000,3600000,640000,1,10,21946
Station Construction Parts Blueprint,21947,1728000,1728000,1728000,1728000,86400,5,10,21948
Station Hangar Array Blueprint,21949,1728000,1728000,1728000,1728000,86400,5,10,21950
Station Storage Bay Blueprint,21951,1728000,1728000,1728000,1728000,86400,5,10,21952
Station Laboratory Blueprint,21953,1728000,1728000,1728000,1728000,86400,5,10,21954
Station Factory Blueprint,21955,1728000,1728000,1728000,1728000,86400,5,10,21956
Station Repair Facility Blueprint,21957,1728000,1728000,1728000,1728000,86400,5,10,21958
Station Reprocessing Plant Blueprint,21959,1728000,1728000,1728000,1728000,86400,5,10,21960
Station Docking Bay Blueprint,21961,1728000,1728000,1728000,1728000,86400,5,10,21962
Station Market Network Blueprint,21963,1728000,1728000,1728000,1728000,86400,5,10,21964
Station Medical Center Blueprint,21965,1728000,1728000,1728000,1728000,86400,5,10,21966
Station Office Center Blueprint,21967,1728000,1728000,1728000,1728000,86400,5,10,21968
Station Mission Network Blueprint,21969,1728000,1728000,1728000,1728000,86400,5,10,21970
Data Analyzer I Blueprint,22175,12000,12000,12000,9000,600,300,10,22176
Relic Analyzer I Blueprint,22177,12000,12000,12000,9000,600,300,10,22178
Armored Warfare Link - Damage Control I Blueprint,20069,12000,12000,12000,9000,3000,300,5,22299
Armored Warfare Link - Passive Defense I Blueprint,20409,12000,12000,12000,9000,3000,300,5,22300
Armored Warfare Link - Rapid Repair I Blueprint,22227,12000,12000,12000,9000,3000,300,5,22301
Command Processor I Blueprint,11014,12000,12000,3000000,120,3000,300,5,22302
Information Warfare Link - Electronic Superiority I Blueprint,20406,12000,12000,12000,9000,3000,300,5,22303
Information Warfare Link - Recon Operation I Blueprint,20405,12000,12000,12000,9000,3000,300,5,22304
Information Warfare Link - Sensor Integrity I Blueprint,11052,12000,12000,12000,9000,3000,300,5,22305
Siege Warfare Link - Shield Harmonizing I Blueprint,20514,12000,12000,12000,9000,3000,300,5,22306
Siege Warfare Link - Active Shielding I Blueprint,20124,12000,12000,12000,9000,3000,300,5,22307
Siege Warfare Link - Shield Efficiency I Blueprint,22228,12000,12000,12000,9000,3000,300,5,22308
Skirmish Warfare Link - Evasive Maneuvers I Blueprint,20070,12000,12000,12000,9000,3000,300,5,22309
Skirmish Warfare Link - Interdiction Maneuvers I Blueprint,11017,12000,12000,12000,9000,3000,300,5,22310
Skirmish Warfare Link - Rapid Deployment I Blueprint,20408,12000,12000,12000,9000,3000,300,5,22311
'Daemon' Data Analyzer I Blueprint,22325,12000,12000,12000,120000,600,1000,10,22326
'Codex' Data Analyzer I Blueprint,22327,12000,12000,12000,120000,600,1000,10,22328
'Alpha' Data Analyzer I Blueprint,22329,12000,12000,12000,120000,600,1000,10,22330
'Libram' Data Analyzer I Blueprint,22331,12000,12000,12000,120000,600,1000,10,22332
Warp Prohibitor I Blueprint,22476,12000,12000,12000,120000,600,1000,10,22477
Mining Laser Upgrade I Blueprint,22542,12000,12000,12000,9000,600,300,10,22543
Mining Foreman Link - Harvester Capacitor Efficiency I Blueprint,22553,12000,12000,12000,9000,3000,300,5,22554
Mining Foreman Link - Mining Laser Field Enhancement I Blueprint,22555,12000,12000,12000,9000,3000,300,5,22556
Mining Foreman Link - Laser Optimization I Blueprint,22557,12000,12000,12000,9000,3000,300,5,22558
Praetor EV-900 Blueprint,22572,9600,9600,9600,7200,480,1500,10,22573
