eve_id,name,m3
25919,Large Drone Mining Augmentor I Blueprint,0.01
25920,Large Sentry Damage Augmentor I,20
25921,Large Sentry Damage Augmentor I Blueprint,0.01
25924,Large Stasis Drone Augmentor I,20
25925,Large Stasis Drone Augmentor I Blueprint,0.01
25928,Large Signal Disruption Amplifier I,20
25929,Large Signal Disruption Amplifier I Blueprint,0.01
25930,Large Emission Scope Sharpener I,20
25931,Large Emission Scope Sharpener I Blueprint,0.01
25932,Large Memetic Algorithm Bank I,20
25933,Large Memetic Algorithm Bank I Blueprint,0.01
25934,Large Liquid Cooled Electronics I,20
25935,Large Liquid Cooled Electronics I Blueprint,0.01
25936,Large Gravity Capacitor Upgrade I,20
25937,Large Gravity Capacitor Upgrade I Blueprint,0.01
25948,Large Capacitor Control Circuit I,20
25949,Large Capacitor Control Circuit I Blueprint,0.01
25950,Large Egress Port Maximizer I,20
25951,Large Egress Port Maximizer I Blueprint,0.01
25952,Large Powergrid Subroutine Maximizer I,20
25953,Large Powergrid Subroutine Maximizer I Blueprint,0.01
25954,Large Semiconductor Memory Cell I,20
25955,Large Semiconductor Memory Cell I Blueprint,0.01
25956,Large Ancillary Current Router I,20
25957,Large Ancillary Current Router I Blueprint,0.01
25968,Large Energy Discharge Elutriation I,20
25969,Large Energy Discharge Elutriation I Blueprint,0.01
25970,Large Energy Ambit Extension I,20
25971,Large Energy Ambit Extension I Blueprint,0.01
25972,Large Energy Locus Coordinator I,20
25973,Large Energy Locus Coordinator I Blueprint,0.01
25974,Large Energy Metastasis Adjuster I,20
25975,Large Energy Metastasis Adjuster I Blueprint,0.01
25976,Large Algid Energy Administrations Unit I,20
25977,Large Algid Energy Administrations Unit I Blueprint,0.01
25978,Large Energy Burst Aerator I,20
25979,Large Energy Burst Aerator I Blueprint,0.01
25980,Large Energy Collision Accelerator I,20
25981,Large Energy Collision Accelerator I Blueprint,0.01
25988,Mining Equipment,1
25989,Minecore Harvester,2
25996,Large Hybrid Discharge Elutriation I,20
25997,Large Hybrid Discharge Elutriation I Blueprint,0.01
25998,Large Hybrid Ambit Extension I,20
25999,Large Hybrid Ambit Extension I Blueprint,0.01
26000,Large Hybrid Locus Coordinator I,20
26001,Large Hybrid Locus Coordinator I Blueprint,0.01
26002,Large Hybrid Metastasis Adjuster I,20
26003,Large Hybrid Metastasis Adjuster I Blueprint,0.01
26004,Large Algid Hybrid Administrations Unit I,20
26005,Large Algid Hybrid Administrations Unit I Blueprint,0.01
26006,Large Hybrid Burst Aerator I,20
26007,Large Hybrid Burst Aerator I Blueprint,0.01
26008,Large Hybrid Collision Accelerator I,20
26009,Large Hybrid Collision Accelerator I Blueprint,0.01
26016,Large Hydraulic Bay Thrusters I,20
26017,Large Hydraulic Bay Thrusters I Blueprint,0.01
26020,Large Warhead Rigor Catalyst I,20
26021,Large Warhead Rigor Catalyst I Blueprint,0.01
26022,Large Rocket Fuel Cache Partition I,20
26023,Large Rocket Fuel Cache Partition I Blueprint,0.01
26026,Large Bay Loading Accelerator I,20
26027,Large Bay Loading Accelerator I Blueprint,0.01
26028,Large Warhead Flare Catalyst I,20
26029,Large Warhead Flare Catalyst I Blueprint,0.01
26030,Large Warhead Calefaction Catalyst I,20
26031,Large Warhead Calefaction Catalyst I Blueprint,0.01
26038,Large Projectile Ambit Extension I,20
26039,Large Projectile Ambit Extension I Blueprint,0.01
26040,Large Projectile Locus Coordinator I,20
26041,Large Projectile Locus Coordinator I Blueprint,0.01
26042,Large Projectile Metastasis Adjuster I,20
26043,Large Projectile Metastasis Adjuster I Blueprint,0.01
26046,Large Projectile Burst Aerator I,20
26047,Large Projectile Burst Aerator I Blueprint,0.01
26048,Large Projectile Collision Accelerator I,20
26049,Large Projectile Collision Accelerator I Blueprint,0.01
26056,Large Dynamic Fuel Valve I,20
26057,Large Dynamic Fuel Valve I Blueprint,0.01
26058,Large Low Friction Nozzle Joints I,20
26059,Large Low Friction Nozzle Joints I Blueprint,0.01
26060,Large Auxiliary Thrusters I,20
26061,Large Auxiliary Thrusters I Blueprint,0.01
26062,Large Engine Thermal Shielding I,20
26063,Large Engine Thermal Shielding I Blueprint,0.01
26066,Large Warp Core Optimizer I,20
26067,Large Warp Core Optimizer I Blueprint,0.01
26068,Large Hyperspatial Velocity Optimizer I,20
26069,Large Hyperspatial Velocity Optimizer I Blueprint,0.01
26070,Large Polycarbon Engine Housing I,20
26071,Large Polycarbon Engine Housing I Blueprint,0.01
26072,Large Cargohold Optimization I,20
26073,Large Cargohold Optimization I Blueprint,0.01
26076,Large Anti-EM Screen Reinforcer I,20
26077,Large Anti-EM Screen Reinforcer I Blueprint,0.01
26078,Large Anti-Explosive Screen Reinforcer I,20
26079,Large Anti-Explosive Screen Reinforcer I Blueprint,0.01
26080,Large Anti-Kinetic Screen Reinforcer I,20
26081,Large Anti-Kinetic Screen Reinforcer I Blueprint,0.01
26082,Large Anti-Thermal Screen Reinforcer I,20
26083,Large Anti-Thermal Screen Reinforcer I Blueprint,0.01
26084,Large Core Defense Field Purger I,20
26085,Large Core Defense Field Purger I Blueprint,0.01
26086,Large Core Defense Operational Solidifier I,20
26087,Large Core Defense Operational Solidifier I Blueprint,0.01
26088,Large Core Defense Field Extender I,20
26089,Large Core Defense Field Extender I Blueprint,0.01
26090,Large Core Defense Charge Economizer I,20
26091,Large Core Defense Charge Economizer I Blueprint,0.01
26096,Large Targeting Systems Stabilizer I,20
26097,Large Targeting Systems Stabilizer I Blueprint,0.01
26100,Large Targeting System Subcontroller I,20
26101,Large Targeting System Subcontroller I Blueprint,0.01
26102,Large Ionic Field Projector I,20
26103,Large Ionic Field Projector I Blueprint,0.01
26104,Large Signal Focusing Kit I,20
26105,Large Signal Focusing Kit I Blueprint,0.01
26106,Large Particle Dispersion Augmentor I,20
26107,Large Particle Dispersion Augmentor I Blueprint,0.01
26108,Large Particle Dispersion Projector I,20
26109,Large Particle Dispersion Projector I Blueprint,0.01
26110,Large Inverted Signal Field Projector I,20
26111,Large Inverted Signal Field Projector I Blueprint,0.01
26112,Large Tracking Diagnostic Subroutines I,20
26113,Large Tracking Diagnostic Subroutines I Blueprint,0.01
26115,Informant,2
26120,Abufyr Joek's Head,0.1
26122,Pillaging 101,0.1
26123,The Little Pirate That Could,0.1
26124,17 Successful Torture Techniques,0.1
26125,Test Bong,1
26126,Flower Power Powder,1
26127,Angel Cartel Dust,1
26128,Sansha Infiltrator Tag,0.1
26129,Cold Turkey,0.1
26131,Booster Pack,0.1
26132,Purple Haze,0.1
26138,Research Tower Key,0.1
26140,Rogue Harvester,5
26167,Okelle's Encryption-Protected Hard Drive,0.1
26216,Packaging Center Passkey,0.1
26224,Drug Manufacturing,0.01
26225,Jamiella Ortar,0.1
26228,Think Tank Security Pad,0.1
26241,VIP Pass,0.1
26245,Coded Research Zone Key,0.1
26252,Jury Rigging,0.01
26253,Armor Rigging,0.01
26254,Astronautics Rigging,0.01
26255,Drones Rigging,0.01
26256,Electronic Superiority Rigging,0.01
26257,Projectile Weapon Rigging,0.01
26258,Energy Weapon Rigging,0.01
26259,Hybrid Weapon Rigging,0.01
26260,Launcher Rigging,0.01
26261,Shield Rigging,0.01
26266,Lazron Kamon,3
26270,Federal Star of Justice,0.1
26271,Torin Tacs,5
26278,Privileged Guest Pass,0.1
26283,Master Key,0.1
26286,Large Anti-EM Pump II,20
26287,Large Anti-EM Pump II Blueprint,0.01
26288,Large Anti-Explosive Pump II,20
26289,Large Anti-Explosive Pump II Blueprint,0.01
26290,Large Anti-Kinetic Pump II,20
26291,Large Anti-Kinetic Pump II Blueprint,0.01
26292,Large Anti-Thermic Pump II,20
26293,Large Anti-Thermic Pump II Blueprint,0.01
26294,Large Auxiliary Nano Pump II,20
26295,Large Auxiliary Nano Pump II Blueprint,0.01
26296,Large Nanobot Accelerator II,20
26297,Large Nanobot Accelerator II Blueprint,0.01
26298,Large Remote Repair Augmentor II,20
26299,Large Remote Repair Augmentor II Blueprint,0.01
26300,Large Salvage Tackle II,20
26301,Large Salvage Tackle II Blueprint,0.01
26302,Large Trimark Armor Pump II,20
26303,Large Trimark Armor Pump II Blueprint,0.01
26304,Large Cargohold Optimization II,20
26305,Large Cargohold Optimization II Blueprint,0.01
26306,Large Dynamic Fuel Valve II,20
26307,Large Dynamic Fuel Valve II Blueprint,0.01
26308,Large Engine Thermal Shielding II,20
26309,Large Engine Thermal Shielding II Blueprint,0.01
26310,Large Low Friction Nozzle Joints II,20
26311,Large Low Friction Nozzle Joints II Blueprint,0.01
26312,Large Polycarbon Engine Housing II,20
26313,Large Polycarbon Engine Housing II Blueprint,0.01
26318,Large Auxiliary Thrusters II,20
26319,Large Auxiliary Thrusters II Blueprint,0.01
26320,Large Warp Core Optimizer II,20
26321,Large Warp Core Optimizer II Blueprint,0.01
26322,Large Hyperspatial Velocity Optimizer II,20
26323,Large Hyperspatial Velocity Optimizer II Blueprint,0.01
26324,Large Drone Control Range Augmentor II,20
26325,Large Drone Control Range Augmentor II Blueprint,0.01
26326,Large Drone Durability Enhancer II,20
26327,Large Drone Durability Enhancer II Blueprint,0.01
26328,Large Drone Mining Augmentor II,20
26329,Large Drone Mining Augmentor II Blueprint,0.01
26330,Large Drone Repair Augmentor II,20
26331,Large Drone Repair Augmentor II Blueprint,0.01
26332,Large Drone Scope Chip II,20
26333,Large Drone Scope Chip II Blueprint,0.01
26334,Large Drone Speed Augmentor II,20
26335,Large Drone Speed Augmentor II Blueprint,0.01
26338,Large Sentry Damage Augmentor II,20
26339,Large Sentry Damage Augmentor II Blueprint,0.01
26340,Large Stasis Drone Augmentor II,20
26341,Large Stasis Drone Augmentor II Blueprint,0.01
26342,Large Emission Scope Sharpener II,20
26343,Large Emission Scope Sharpener II Blueprint,0.01
26344,Large Signal Disruption Amplifier II,20
26345,Large Signal Disruption Amplifier II Blueprint,0.01
26346,Large Memetic Algorithm Bank II,20
26347,Large Memetic Algorithm Bank II Blueprint,0.01
26348,Large Liquid Cooled Electronics II,20
26349,Large Liquid Cooled Electronics II Blueprint,0.01
26350,Large Gravity Capacitor Upgrade II,20
26351,Large Gravity Capacitor Upgrade II Blueprint,0.01
26352,Large Particle Dispersion Augmentor II,20
26353,Large Particle Dispersion Augmentor II Blueprint,0.01
26354,Large Inverted Signal Field Projector II,20
26355,Large Inverted Signal Field Projector II Blueprint,0.01
26356,Large Tracking Diagnostic Subroutines II,20
26357,Large Tracking Diagnostic Subroutines II Blueprint,0.01
26358,Large Ionic Field Projector II,20
26359,Large Ionic Field Projector II Blueprint,0.01
26360,Large Particle Dispersion Projector II,20
26361,Large Particle Dispersion Projector II Blueprint,0.01
26362,Large Signal Focusing Kit II,20
26363,Large Signal Focusing Kit II Blueprint,0.01
26364,Large Targeting System Subcontroller II,20
26365,Large Targeting System Subcontroller II Blueprint,0.01
26366,Large Targeting Systems Stabilizer II,20
26367,Large Targeting Systems Stabilizer II Blueprint,0.01
26368,Large Egress Port Maximizer II,20
26369,Large Egress Port Maximizer II Blueprint,0.01
26370,Large Ancillary Current Router II,20
26371,Large Ancillary Current Router II Blueprint,0.01
26372,Large Powergrid Subroutine Maximizer II,20
26373,Large Powergrid Subroutine Maximizer II Blueprint,0.01
26374,Large Capacitor Control Circuit II,20
26375,Large Capacitor Control Circuit II Blueprint,0.01
26376,Large Semiconductor Memory Cell II,20
26377,Large Semiconductor Memory Cell II Blueprint,0.01
26378,Large Energy Discharge Elutriation II,20
26379,Large Energy Discharge Elutriation II Blueprint,0.01
26380,Large Energy Burst Aerator II,20
26381,Large Energy Burst Aerator II Blueprint,0.01
26382,Large Energy Collision Accelerator II,20
26383,Large Energy Collision Accelerator II Blueprint,0.01
26384,Large Algid Energy Administrations Unit II,20
26385,Large Algid Energy Administrations Unit II Blueprint,0.01
26386,Large Energy Ambit Extension II,20
26387,Large Energy Ambit Extension II Blueprint,0.01
26388,Large Energy Locus Coordinator II,20
26389,Large Energy Locus Coordinator II Blueprint,0.01
26390,Large Energy Metastasis Adjuster II,20
26391,Large Energy Metastasis Adjuster II Blueprint,0.01
26392,Large Hybrid Discharge Elutriation II,20
26393,Large Hybrid Discharge Elutriation II Blueprint,0.01
26394,Large Hybrid Burst Aerator II,20
26395,Large Hybrid Burst Aerator II Blueprint,0.01
26396,Large Hybrid Collision Accelerator II,20
26397,Large Hybrid Collision Accelerator II Blueprint,0.01
26398,Large Algid Hybrid Administrations Unit II,20
26399,Large Algid Hybrid Administrations Unit II Blueprint,0.01
26400,Large Hybrid Ambit Extension II,20
26401,Large Hybrid Ambit Extension II Blueprint,0.01
26402,Large Hybrid Locus Coordinator II,20
26403,Large Hybrid Locus Coordinator II Blueprint,0.01
26404,Large Hybrid Metastasis Adjuster II,20
26405,Large Hybrid Metastasis Adjuster II Blueprint,0.01
26406,Large Bay Loading Accelerator II,20
26407,Large Bay Loading Accelerator II Blueprint,0.01
26412,Large Warhead Flare Catalyst II,20
26413,Large Warhead Flare Catalyst II Blueprint,0.01
26414,Large Warhead Rigor Catalyst II,20
26415,Large Warhead Rigor Catalyst II Blueprint,0.01
26416,Large Hydraulic Bay Thrusters II,20
26417,Large Hydraulic Bay Thrusters II Blueprint,0.01
26418,Large Rocket Fuel Cache Partition II,20
26419,Large Rocket Fuel Cache Partition II Blueprint,0.01
26420,Large Warhead Calefaction Catalyst II,20
26421,Large Warhead Calefaction Catalyst II Blueprint,0.01
26424,Large Projectile Collision Accelerator II,20
26425,Large Projectile Collision Accelerator II Blueprint,0.01
26428,Large Projectile Ambit Extension II,20
26429,Large Projectile Ambit Extension II Blueprint,0.01
26430,Large Projectile Burst Aerator II,20
26431,Large Projectile Burst Aerator II Blueprint,0.01
26432,Large Projectile Locus Coordinator II,20
26433,Large Projectile Locus Coordinator II Blueprint,0.01
26434,Large Projectile Metastasis Adjuster II,20
26435,Large Projectile Metastasis Adjuster II Blueprint,0.01
26436,Large Anti-EM Screen Reinforcer II,20
26437,Large Anti-EM Screen Reinforcer II Blueprint,0.01
26438,Large Anti-Explosive Screen Reinforcer II,20
26439,Large Anti-Explosive Screen Reinforcer II Blueprint,0.01
26440,Large Anti-Kinetic Screen Reinforcer II,20
26441,Large Anti-Kinetic Screen Reinforcer II Blueprint,0.01
26442,Large Anti-Thermal Screen Reinforcer II,20
26443,Large Anti-Thermal Screen Reinforcer II Blueprint,0.01
26444,Large Core Defense Capacitor Safeguard II,20
26445,Large Core Defense Capacitor Safeguard II Blueprint,0.01
26446,Large Core Defense Charge Economizer II,20
26447,Large Core Defense Charge Economizer II Blueprint,0.01
26448,Large Core Defense Field Extender II,20
26449,Large Core Defense Field Extender II Blueprint,0.01
26450,Large Core Defense Field Purger II,20
26451,Large Core Defense Field Purger II Blueprint,0.01
26452,Large Core Defense Operational Solidifier II,20
26453,Large Core Defense Operational Solidifier II Blueprint,0.01
26455,Administrative Key,0.1
26458,"Me, Myself and Plunder",0.1
26459,Navigation for Dummies,0.1
26460,Cartography: The Art of Treasure Map Making,0.1
26461,Seasoned Dandruff,1
26462,Sweet Leaves,1
26463,Free Sample,1
26464,Speedometer,0.1
26465,Divine Opium,1
26466,Swirling Color-cards,0.1
26597,Cryptic Tuner Data Interface,1
26598,Cryptic Tuner Data Interface Blueprint,0.01
26599,Esoteric Tuner Data Interface,1
26600,Esoteric Tuner Data Interface Blueprint,0.01
26601,Incognito Tuner Data Interface,1
26602,Incognito Tuner Data Interface Blueprint,0.01
26603,Occult Tuner Data Interface,1
26604,Occult Tuner Data Interface Blueprint,0.01
26696,Sidura Meisana,0.1
26707,Hidden Data Sheets,1
26708,Port Rolette Residents,5
26710,Prototype Nuclear Small Arms,2
26759,Heavy Assault Missile Launcher I Blueprint,0.01
26760,Mjolnir Heavy Assault Missile Blueprint,0.01
26761,Inferno Heavy Assault Missile Blueprint,0.01
26762,Scourge Heavy Assault Missile Blueprint,0.01
26773,Regiment of Marines,2000
26774,Crates of Long-limb Roes,100
26775,Group of Janitors,50
26776,Barrels of Soil,8000
26777,Barrels Of Viral Agent,5000
26778,Crates of Holoreels,50
26779,Crates of Electronic Parts,40
26780,Crates of Crystal Eggs,90
26781,Crates of Transmitters,60
26782,Barrels of Fertilizer,6000
26783,Group of Homeless,40
26784,Heap-Load of Garbage,2500
26785,Crates of Frozen Plant Seeds,50
26786,Crates of Spirits,60
26787,Crates of Rocket Fuel,40
26788,Gang of Miners,6000
26789,Cache of Pistols,2000
26790,Crates of Tobacco,40
26791,Crates of Construction Blocks,70
26792,Barrels of Water,2500
26840,Raven State Issue,486000
26842,Tempest Tribal Issue,486000
26888,Mobile Large Warp Disruptor II,585
26889,Mobile Large Warp Disruptor II Blueprint,0.01
26890,Mobile Medium Warp Disruptor II,195
26891,Mobile Medium Warp Disruptor II Blueprint,0.01
26892,Mobile Small Warp Disruptor II,65
26893,Mobile Small Warp Disruptor II Blueprint,0.01
26901,Breeder Slave,1.5
26902,Fedo,0.5
26903,Military Intelligence Report,0.1
26904,Secure Coded Package,120
26905,Slave Ownership Record,0.1
26906,Slave Manifests,0.1
26907,Starkmanir Slave,3
26908,Valkears,1
26912,Small Remote Armor Repairer II,5
26913,Medium Remote Armor Repairer II,10
26914,Large Remote Armor Repairer II,25
26915,Large Remote Armor Repairer II Blueprint,0.01
26916,Medium Remote Armor Repairer II Blueprint,0.01
26917,Small Remote Armor Repairer II Blueprint,0.01
26929,Small Processor Overclocking Unit I,5
26930,Small Processor Overclocking Unit I Blueprint,0.01
26931,Small Processor Overclocking Unit II,5
26932,Small Processor Overclocking Unit II Blueprint,0.01
26974,Antiviral Drugs,0.2
26998,Hejilmar the Slave,3
27038,Clay Pigeon,1
27064,Capital Auxiliary Nano Pump I,40
27065,Capital Auxiliary Nano Pump I Blueprint,0.01
27066,Capital Nanobot Accelerator II,40
27067,Capital Nanobot Accelerator II Blueprint,0.01
27068,Small Remote Repair Augmentor I,5
27069,Small Remote Repair Augmentor I Blueprint,0.01
27070,Inherent Implants 'Noble' Repair Systems RS-601,1
27071,Inherent Implants 'Noble' Remote Armor Repair Systems RA-701,1
27072,Inherent Implants 'Noble' Mechanic MC-801,1
27073,Inherent Implants 'Noble' Repair Proficiency RP-901,1
27074,Inherent Implants 'Noble' Hull Upgrades HG-1001,1
27075,Eifyr and Co. 'Gunslinger' Motion Prediction MR-701,1
27076,Zainou 'Deadeye' Sharpshooter ST-901,1
27077,Inherent Implants 'Lancer' Gunnery RF-901,1
27078,Zainou 'Deadeye' Trajectory Analysis TA-701,1
27079,Inherent Implants 'Lancer' Controlled Bursts CB-701,1
27080,Zainou 'Gnome' Weapon Upgrades WU-1001,1
27081,Eifyr and Co. 'Gunslinger' Surgical Strike SS-901,1
27082,Inherent Implants 'Lancer' Small Energy Turret SE-601,1
27083,Zainou 'Deadeye' Small Hybrid Turret SH-601,1
27084,Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-601,1
27085,Inherent Implants 'Lancer' Medium Energy Turret ME-801,1
27086,Zainou 'Deadeye' Medium Hybrid Turret MH-801,1
27087,Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-801,1
27088,Inherent Implants 'Lancer' Large Energy Turret LE-1001,1
27089,Zainou 'Deadeye' Large Hybrid Turret LH-1001,1
27090,Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1001,1
27091,Zainou 'Gnome' Launcher CPU Efficiency LE-601,1
27092,Zainou 'Deadeye' Missile Bombardment MB-701,1
27093,Zainou 'Deadeye' Missile Projection MP-701,1
27094,Zainou 'Deadeye' Guided Missile Precision GP-801,1
27095,Zainou 'Deadeye' Target Navigation Prediction TN-901,1
27096,Zainou 'Deadeye' Rapid Launch RL-1001,1
27097,Eifyr and Co. 'Rogue' Navigation NN-601,1
27098,Eifyr and Co. 'Rogue' Fuel Conservation FC-801,1
27099,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-701,1
27100,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-901,1
27101,Eifyr and Co. 'Rogue' Acceleration Control AC-601,1
27102,Inherent Implants 'Highwall' Mining MX-1001,1
27103,Inherent Implants 'Yeti' Ice Harvesting IH-1001,1
27104,Zainou 'Gnome' Shield Upgrades SU-601,1
27105,Zainou 'Gnome' Shield Management SM-701,1
27106,Zainou 'Gnome' Shield Emission Systems SE-801,1
27107,Zainou 'Gnome' Shield Operation SP-901,1
27108,Zainou 'Snapshot' Light Missiles LM-903,1
27109,Zainou 'Snapshot' Heavy Assault Missiles AM-703,1
27110,Eifyr and Co. 'Rogue' Afterburner AB-610,1
27111,Eifyr and Co. 'Rogue' Afterburner AB-602,1
27112,Eifyr and Co. 'Rogue' Warp Drive Operation WD-610,1
27113,Eifyr and Co. 'Rogue' Warp Drive Operation WD-602,1
27114,Eifyr and Co. 'Rogue' Warp Drive Speed WS-615,1
27115,Eifyr and Co. 'Rogue' Warp Drive Speed WS-605,1
27116,Inherent Implants 'Squire' Energy Management EM-805,1
27117,Inherent Implants 'Squire' Energy Management EM-801,1
27118,Inherent Implants 'Squire' Energy Systems Operation EO-605,1
27119,Inherent Implants 'Squire' Energy Systems Operation EO-601,1
27120,Inherent Implants 'Squire' Energy Emission Systems ES-701,1
27121,Inherent Implants 'Squire' Energy Emission Systems ES-705,1
27122,Inherent Implants 'Squire' Energy Pulse Weapons EP-705,1
27123,Inherent Implants 'Squire' Energy Pulse Weapons EP-701,1
27124,Inherent Implants 'Squire' Energy Grid Upgrades EU-705,1
27125,Inherent Implants 'Squire' Energy Grid Upgrades EU-701,1
27126,Inherent Implants 'Squire' Engineering EG-605,1
27127,Inherent Implants 'Squire' Engineering EG-601,1
27128,Zainou 'Gypsy' Electronics Upgrades EU-605,1
27129,Zainou 'Gypsy' Electronics Upgrades EU-601,1
27130,Zainou 'Gypsy' Signature Analysis SA-705,1
27131,Zainou 'Gypsy' Signature Analysis SA-701,1
27142,Zainou 'Gypsy' Electronics EE-605,1
27143,Zainou 'Gypsy' Electronics EE-601,1
27147,Eifyr and Co. 'Alchemist' Biology BY-805,1
27148,Eifyr and Co. 'Alchemist' Biology BY-810,1
27149,Inherent Implants 'Highwall' Mining Upgrades MU-1003,1
27150,Inherent Implants 'Highwall' Mining Upgrades MU-1005,1
27151,Inherent Implants 'Highwall' Mining Upgrades MU-1001,1
27167,Zainou 'Beancounter' Industry BX-802,1
27169,Zainou 'Beancounter' Refining RX-802,1
27170,Zainou 'Beancounter' Industry BX-801,1
27171,Zainou 'Beancounter' Industry BX-804,1
27174,Zainou 'Beancounter' Refining RX-804,1
27175,Zainou 'Beancounter' Refining RX-801,1
27176,Zainou 'Beancounter' Metallurgy MY-703,1
27177,Zainou 'Beancounter' Research RR-603,1
27178,Zainou 'Beancounter' Science SC-803,1
27179,Zainou 'Beancounter' Research RR-605,1
27180,Zainou 'Beancounter' Research RR-601,1
27181,Zainou 'Beancounter' Metallurgy MY-705,1
27182,Zainou 'Beancounter' Metallurgy MY-701,1
27184,Zainou 'Beancounter' Science SC-805,1
27185,Zainou 'Beancounter' Science SC-801,1
27186,Poteque 'Prospector' Astrometric Pinpointing AP-606,1
27187,Poteque 'Prospector' Astrometric Acquisition AQ-706,1
27188,Poteque 'Prospector' Astrometric Rangefinding AR-806,1
27190,Poteque 'Prospector' Astrometric Pinpointing AP-610,1
27191,Poteque 'Prospector' Astrometric Pinpointing AP-602,1
27192,Poteque 'Prospector' Astrometric Acquisition AQ-710,1
27193,Poteque 'Prospector' Astrometric Acquisition AQ-702,1
27194,Poteque 'Prospector' Astrometric Rangefinding AR-810,1
27195,Poteque 'Prospector' Astrometric Rangefinding AR-802,1
27196,Poteque 'Prospector' Archaeology AC-905,1
27197,Poteque 'Prospector' Hacking HC-905,1
27198,Poteque 'Prospector' Salvaging SV-905,1
27203,Production Assistant,3
27204,Hardwiring - Zainou 'Sharpshooter' ZMX100,1
27205,Hardwiring - Zainou 'Sharpshooter' ZMX1000,1
27206,Hardwiring - Zainou 'Sharpshooter' ZMX10,1
27224,Zainou 'Gypsy' Target Painting TG-903,1
27225,Zainou 'Gypsy' Electronic Warfare EW-905,1
27226,Zainou 'Gypsy' Electronic Warfare EW-901,1
27227,Zainou 'Gypsy' Long Range Targeting LT-805,1
27229,Zainou 'Gypsy' Long Range Targeting LT-801,1
27230,Zainou 'Gypsy' Propulsion Jamming PJ-805,1
27231,Zainou 'Gypsy' Propulsion Jamming PJ-801,1
27232,Zainou 'Gypsy' Sensor Linking SL-905,1
27233,Zainou 'Gypsy' Sensor Linking SL-901,1
27234,Zainou 'Gypsy' Weapon Disruption WD-905,1
27235,Zainou 'Gypsy' Weapon Disruption WD-901,1
27236,Zainou 'Gypsy' Target Painting TG-905,1
27237,Zainou 'Gypsy' Target Painting TG-901,1
27238,Eifyr and Co. 'Alchemist' Gas Harvesting GH-803,1
27239,Eifyr and Co. 'Alchemist' Gas Harvesting GH-805,1
27240,Eifyr and Co. 'Alchemist' Gas Harvesting GH-801,1
27243,Zainou 'Snapshot' Defender Missiles DM-805,1
27244,Zainou 'Snapshot' Defender Missiles DM-801,1
27245,Zainou 'Snapshot' Heavy Assault Missiles AM-705,1
27246,Zainou 'Snapshot' Heavy Assault Missiles AM-701,1
27247,Zainou 'Snapshot' FOF Explosion Radius FR-1005,1
27249,Zainou 'Snapshot' FOF Explosion Radius FR-1001,1
27250,Zainou 'Snapshot' Heavy Missiles HM-705,1
27251,Zainou 'Snapshot' Heavy Missiles HM-701,1
27252,Zainou 'Snapshot' Light Missiles LM-905,1
27253,Zainou 'Snapshot' Light Missiles LM-901,1
27254,Zainou 'Snapshot' Rockets RD-905,1
27255,Zainou 'Snapshot' Rockets RD-901,1
27256,Zainou 'Snapshot' Torpedoes TD-605,1
27257,Zainou 'Snapshot' Torpedoes TD-601,1
27258,Zainou 'Snapshot' Cruise Missiles CM-605,1
27259,Zainou 'Snapshot' Cruise Missiles CM-601,1
27260,Poteque 'Prospector' Environmental Analysis EY-1005,1
27274,Villard Wheel,25000
27276,Black Box,0.1
27294,Christer Fuglesang's Medal,0.1
27309,Station Warehouse Container Blueprint,0.01
27313,Guristas Inferno Rocket,0.005
27315,Caldari Navy Inferno Rocket,0.005
27317,Dread Guristas Inferno Rocket,0.005
27319,Guristas Mjolnir Rocket,0.005
27321,Caldari Navy Mjolnir Rocket,0.005
27323,Dread Guristas Mjolnir Rocket,0.005
27325,Guristas Nova Rocket,0.005
27327,Caldari Navy Nova Rocket,0.005
27329,Dread Guristas Nova Rocket,0.005
27331,Guristas Scourge Rocket,0.005
27333,Caldari Navy Scourge Rocket,0.005
27335,Dread Guristas Scourge Rocket,0.005
27337,Guristas Mjolnir Torpedo,0.1
27339,Caldari Navy Mjolnir Torpedo,0.1
27341,Dread Guristas Mjolnir Torpedo,0.1
27343,Guristas Scourge Torpedo,0.1
27345,Caldari Navy Scourge Torpedo,0.1
27347,Dread Guristas Scourge Torpedo,0.1
27349,Guristas Inferno Torpedo,0.1
27351,Caldari Navy Inferno Torpedo,0.1
27353,Guristas Scourge Light Missile,0.015
27355,Dread Guristas Inferno Torpedo,0.1
27357,Guristas Nova Torpedo,0.1
27359,Caldari Navy Nova Torpedo,0.1
27361,Caldari Navy Scourge Light Missile,0.015
27363,Dread Guristas Nova Torpedo,0.1
27365,Dread Guristas Scourge Light Missile,0.015
27367,Guristas Inferno Light Missile,0.015
27369,Dread Guristas Inferno Light Missile,0.015
27371,Caldari Navy Inferno Light Missile,0.015
27373,Guristas Mjolnir Cruise Missile,0.05
27375,Dread Guristas Nova Light Missile,0.015
27377,Caldari Navy Mjolnir Cruise Missile,0.05
27379,Guristas Nova Light Missile,0.015
27381,Caldari Navy Nova Light Missile,0.015
27383,Guristas Mjolnir Light Missile,0.015
27385,Dread Guristas Mjolnir Light Missile,0.015
27387,Caldari Navy Mjolnir Light Missile,0.015
